cumulative_rainfall_72h,river_level_trend,soil_saturation_index,elevation_m,risk_level
94.94,1.134,0.2929,207.4,0
81.87,0.919,0.3415,98.7,1
198.51,2.824,0.8972,11.4,3
50.33,0.713,0.0626,58.1,1
156.5,2.267,0.6404,114.1,2
142.76,1.69,0.5242,122.6,1
49.67,0.916,0.169,125.1,0
27.59,0.18,0.038,159.5,0
88.64,1.206,0.341,66.2,1
5.83,0.004,0.1706,149.0,0
173.17,2.21,0.5915,157.3,2
115.5,1.063,0.3684,95.2,1
202.07,2.772,0.7041,93.3,2
110.91,2.368,0.5818,45.9,2
209.6,2.535,0.8014,95.8,3
63.37,0.661,0.2514,174.8,0
125.61,1.336,0.4702,200.7,1
72.52,0.557,0.2145,133.8,0
86.96,1.499,0.329,71.5,1
98.62,0.993,0.5911,152.6,0
115.28,1.254,0.5725,164.9,1
57.74,-0.031,0.1627,78.4,1
122.15,1.221,0.5404,183.2,0
95.65,0.458,0.3161,23.6,1
35.18,0.393,0.0,10.3,1
24.37,1.112,0.1791,34.1,0
173.53,2.098,0.7869,41.1,3
84.33,0.389,0.421,194.3,0
32.37,0.499,0.0919,98.1,0
228.72,2.691,0.9015,66.3,3
129.37,2.046,0.5775,99.0,2
113.49,1.256,0.4853,91.7,2
54.29,0.273,0.1857,71.9,0
34.8,0.11,0.0097,37.2,0
103.93,1.475,0.4248,147.1,0
92.04,1.002,0.4545,37.0,1
44.5,0.151,0.0822,172.4,0
43.39,0.313,0.2246,50.8,0
41.82,-0.096,0.1938,163.1,0
40.78,0.49,0.2231,178.8,0
61.99,0.027,0.3177,34.6,1
113.51,1.156,0.3985,26.4,2
124.84,1.699,0.37,209.3,1
90.89,1.107,0.3209,106.2,0
101.1,1.408,0.4755,141.6,1
128.3,1.502,0.4698,12.9,3
19.39,0.403,0.022,67.1,0
105.88,1.483,0.2778,115.1,1
190.2,2.639,0.901,195.9,2
82.98,1.269,0.398,65.5,1
169.57,2.417,0.7399,172.3,2
83.93,0.81,0.4131,148.4,1
133.25,1.168,0.5791,32.4,2
112.16,1.458,0.4291,70.2,2
41.33,0.513,0.1522,58.4,0
48.54,0.794,0.1599,101.8,0
209.59,2.437,1.0,142.7,2
150.04,1.556,0.6446,99.9,2
87.46,1.117,0.3127,59.8,1
80.45,0.87,0.359,155.5,0
54.54,-0.187,0.1373,131.9,0
117.81,1.591,0.5916,118.1,2
57.75,-0.116,0.1781,125.5,0
73.96,0.475,0.3359,55.0,1
61.83,1.131,0.3326,152.3,0
144.74,2.43,0.6097,90.2,2
85.25,0.522,0.3485,85.1,1
101.56,1.057,0.4071,39.7,1
41.93,0.35,0.1632,134.5,0
61.55,1.212,0.2001,135.8,0
102.91,1.0,0.3757,80.1,1
28.84,0.046,0.2337,190.3,0
81.32,1.426,0.3166,187.2,0
92.6,0.884,0.3075,31.1,1
38.18,0.517,0.1114,155.3,0
165.35,1.592,0.7494,91.5,2
114.52,1.32,0.5121,219.9,1
84.86,0.38,0.3843,55.7,1
58.64,0.191,0.214,67.5,1
27.96,0.458,0.1577,101.7,0
158.25,1.922,0.5815,65.0,2
69.64,0.603,0.2578,154.7,0
33.72,-0.001,0.2124,110.0,0
57.54,0.513,0.3001,54.8,1
121.66,1.519,0.4081,115.4,1
107.65,1.567,0.3621,196.4,1
44.65,-0.539,0.1873,176.0,0
174.19,1.967,0.8349,113.8,2
33.37,0.206,0.0,69.2,0
194.46,2.449,0.8001,46.1,2
104.94,1.305,0.3097,194.2,0
73.07,0.841,0.2415,158.6,0
79.64,0.744,0.2894,129.3,0
97.9,0.919,0.358,194.4,1
127.17,1.423,0.466,33.8,2
24.16,0.491,0.0972,152.7,0
56.28,0.26,0.1823,53.9,0
96.02,1.014,0.2671,33.6,2
177.93,2.336,0.7741,106.7,2
174.14,2.764,0.7568,90.1,2
216.94,2.716,0.9352,207.5,2
169.48,2.397,0.5547,76.7,3
53.45,0.941,0.2377,180.8,0
92.36,1.048,0.4235,166.8,1
170.05,2.016,0.5977,149.6,2
160.79,1.886,0.6439,203.1,1
82.16,0.806,0.3194,94.5,0
125.14,1.875,0.6479,90.6,2
69.39,0.879,0.4315,42.1,1
31.39,0.209,0.0,66.5,0
86.69,0.67,0.5463,194.5,0
83.49,0.544,0.2607,108.6,1
67.27,1.481,0.3475,80.4,1
127.46,1.511,0.5875,53.8,2
80.46,0.565,0.2422,110.8,0
117.34,1.913,0.5088,159.9,1
143.23,1.85,0.5643,68.8,2
307.03,4.137,1.0,168.6,3
87.59,0.937,0.3688,141.5,1
179.33,2.197,0.813,175.0,2
106.73,1.188,0.4329,61.2,1
110.39,0.805,0.4281,141.8,1
88.32,1.0,0.441,40.6,2
101.27,1.295,0.4515,85.1,1
80.93,1.56,0.3823,161.6,1
162.0,2.022,0.5948,141.9,2
57.68,-0.301,0.1471,47.8,0
31.15,0.131,0.0792,190.0,0
65.85,1.606,0.2137,19.3,2
61.35,0.944,0.3083,134.2,0
65.82,0.427,0.3414,216.6,0
85.48,1.147,0.3295,120.7,1
65.98,0.471,0.3784,177.7,0
84.74,0.517,0.4484,134.2,0
66.11,0.563,0.2839,174.0,0
118.8,1.412,0.4094,147.0,2
305.47,3.26,1.0,154.5,3
105.46,0.822,0.417,56.3,1
67.88,0.709,0.2816,165.3,0
13.53,-0.217,0.027,58.4,0
249.81,3.35,0.9281,215.9,3
108.98,0.792,0.3184,56.3,1
84.27,1.205,0.3877,58.2,1
14.33,-0.492,0.0,190.0,0
87.01,1.666,0.5928,59.5,2
100.76,0.517,0.3161,84.5,0
66.27,0.245,0.1645,159.5,0
35.83,0.418,0.1841,41.7,0
34.07,0.871,0.2586,41.7,0
252.02,3.385,1.0,111.1,3
99.02,1.356,0.4419,59.7,1
66.23,0.61,0.1174,58.0,1
95.49,0.701,0.3278,10.0,3
91.58,0.818,0.2804,86.5,1
32.8,-0.281,0.0,75.5,0
155.98,1.491,0.6333,14.6,3
82.91,0.962,0.1522,139.7,0
99.84,0.702,0.2936,140.9,0
205.8,2.722,0.7802,23.0,3
36.64,-0.226,0.0801,75.2,0
55.69,0.649,0.2545,193.0,0
112.44,1.165,0.4742,131.4,0
154.23,2.437,0.6884,95.3,2
62.24,0.765,0.3091,106.6,0
64.59,1.132,0.3496,52.2,1
134.08,1.363,0.5362,180.1,1
292.19,3.776,1.0,201.8,3
97.42,0.791,0.4306,201.1,1
55.57,0.389,0.2336,55.5,1
45.01,0.273,0.1483,73.9,0
85.33,0.677,0.3147,42.1,1
150.21,1.395,0.5354,73.1,2
363.61,4.119,1.0,78.6,3
76.66,0.001,0.2991,142.2,0
97.51,0.719,0.337,48.2,1
228.75,3.146,0.862,202.9,3
111.35,0.701,0.3486,29.9,2
105.9,0.793,0.5019,9.5,3
204.35,3.241,0.8237,189.2,2
98.9,0.877,0.3266,157.2,1
47.65,0.562,0.2553,83.3,0
181.23,2.49,0.6801,134.2,2
28.71,0.328,0.0023,55.4,0
164.24,1.557,0.7386,43.7,3
92.88,0.948,0.3286,107.9,1
77.18,0.248,0.276,82.9,0
75.93,1.671,0.307,138.4,1
85.12,0.429,0.4319,54.2,1
70.23,0.367,0.2825,148.5,0
120.97,1.031,0.388,170.6,1
71.82,0.253,0.3308,43.3,1
20.97,0.498,0.0451,17.3,0
93.3,1.98,0.5242,101.2,2
19.87,-0.138,0.0794,172.1,0
92.93,0.499,0.1929,146.0,0
69.33,-0.048,0.3059,156.8,0
157.43,1.946,0.7853,93.4,2
79.21,0.811,0.4429,57.8,1
144.56,1.619,0.7247,120.7,2
135.23,1.68,0.4593,51.3,2
137.38,1.848,0.6225,162.0,2
80.98,0.968,0.2662,49.8,1
96.65,1.001,0.4046,69.7,1
119.09,0.981,0.3745,115.4,1
98.45,1.336,0.3423,111.2,1
79.31,0.838,0.2632,135.4,1
50.74,0.807,0.2748,100.7,0
93.96,1.374,0.4399,202.9,1
31.24,-0.299,0.1471,186.1,0
18.59,-0.529,0.0,194.4,0
42.9,0.074,0.1467,141.5,0
136.47,1.261,0.4862,142.6,1
107.19,1.55,0.4983,137.2,2
137.26,1.842,0.6433,100.2,2
59.11,1.004,0.3209,76.3,1
166.6,2.191,0.606,133.5,2
34.09,0.232,0.0,13.4,1
44.05,0.716,0.0349,9.6,2
164.95,2.281,0.7735,188.5,2
102.61,1.194,0.3783,17.8,2
137.73,2.166,0.4909,119.3,2
107.46,1.36,0.5612,138.4,1
64.76,0.601,0.3603,50.0,1
40.36,0.023,0.1634,197.9,0
22.98,0.306,0.0685,48.3,0
239.6,3.532,0.9478,195.5,3
27.83,0.131,0.1295,169.8,0
200.49,3.079,0.93,59.0,3
99.25,0.467,0.4308,40.0,1
109.42,1.292,0.4958,75.0,2
105.21,1.256,0.5144,92.4,2
127.93,1.24,0.4181,60.1,1
55.35,1.389,0.2818,219.8,0
16.38,-0.056,0.042,56.7,0
63.88,0.401,0.0542,184.1,0
121.69,1.378,0.3165,41.7,2
44.36,-0.371,0.096,215.8,0
168.93,1.87,0.7182,55.8,2
86.1,1.304,0.3535,97.4,1
41.46,0.118,0.1806,126.4,0
102.01,0.966,0.5641,33.5,2
120.5,1.845,0.3805,181.2,1
125.61,1.977,0.5002,66.2,1
5.04,0.014,0.0445,124.4,0
165.06,1.872,0.6013,124.5,1
32.11,0.117,0.1307,135.8,0
165.19,1.717,0.5328,19.8,3
173.87,1.892,0.8083,43.7,3
40.42,-0.077,0.1072,42.2,0
46.43,0.265,0.3482,72.0,0
141.77,1.371,0.5645,38.7,2
72.11,0.253,0.3707,203.4,0
188.5,2.464,0.7497,116.7,3
218.32,2.887,0.8708,140.2,2
41.43,0.902,0.119,83.8,0
54.61,0.285,0.2279,66.6,0
98.86,1.25,0.4209,114.7,1
15.95,0.051,0.0011,70.4,0
23.56,-0.014,0.0842,80.9,0
50.42,0.692,0.1529,104.0,0
260.77,3.651,1.0,115.2,3
108.07,1.374,0.4251,216.7,1
60.72,0.572,0.3665,55.3,1
46.17,0.263,0.169,111.5,0
40.09,-0.157,0.1811,39.7,0
63.68,0.307,0.149,82.2,0
61.3,0.373,0.2094,160.1,0
80.48,0.492,0.3388,45.0,1
123.89,1.702,0.6225,131.2,1
88.36,1.415,0.3712,96.3,1
146.66,1.541,0.6974,18.9,3
76.88,0.951,0.3588,205.8,0
227.76,2.621,1.0,95.7,3
144.61,1.665,0.5737,174.2,2
106.31,1.092,0.6165,96.3,1
124.14,1.679,0.4577,206.7,1
64.83,0.389,0.198,69.6,0
79.66,1.171,0.2218,95.4,1
77.73,0.845,0.4974,168.9,0
55.99,0.339,0.2895,80.9,0
35.18,-0.21,0.114,85.2,0
128.1,1.682,0.6123,218.9,1
160.08,2.332,0.6953,125.8,2
117.58,1.57,0.6276,154.1,1
88.2,1.706,0.229,144.4,1
285.69,4.179,1.0,183.5,3
60.21,0.467,0.2039,190.7,0
108.48,1.078,0.276,127.4,0
173.33,2.383,0.7781,70.4,2
43.15,0.05,0.151,12.8,1
